trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.1589427091997875}",30,23,14.04184413042211,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.15735328210778962}",20,8,-46.63791746627564,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.15577974928671173}",30,15,19.450619251130256,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.1542219517938446}",20,5,-23.056209508140185,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.15267973227590617}",25,19,-11.601761167734447,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.1511529349531471}",35,21,-9.831507140647616,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.14964140560361563}",20,6,16.66500447900505,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14814499154757946}",30,18,20.286050351591502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14666354163210368}",25,17,15.300507984705506,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14519690621578263}",20,14,10.906468686568083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.1437449371536248}",25,1,-15.211318087389987,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.14230748778208857}",20,7,-5.847586035663728,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.14088441290426768}",30,21,4.2545770129160125,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.139475568775225}",20,14,12.377237168085195,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13808081308747275}",25,20,9.069952200618863,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.136700004956598}",20,6,28.5695026004541,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13533300490703204}",25,16,2.220717327416301,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.13397967485796172}",25,7,17.910213754654272,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.1326398781093821}",30,14,28.256859709273026,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13131347932828827}",30,17,14.142366432898,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.1300003445350054}",30,11,26.543132699389048,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.12870034108965533}",35,18,19.208675715959235,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.1274133376787588}",20,12,11.779061444288988,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12613920430197118}",30,18,16.058818835208974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12487781225895148}",20,8,21.204881767154635,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12362903413636196}",20,6,25.483405102068044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12239274379499834}",25,7,10.205088022477444,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.12116881635704835}",20,8,14.685928878587141,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.11995712819347787}",20,6,0.18101197752146114,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11875755691154309}",20,15,8.250976832513153,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11756998134242766}",20,11,7.190295677258526,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11639428152900338}",20,6,13.756315294215213,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11523033871371334}",20,6,11.554315215893181,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.1140780353265762}",20,13,6.254350023120985,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11293725497331045}",20,13,12.418338183888121,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11180788242357734}",25,11,22.87091088599334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.11068980359934157}",30,18,-29.079046636694194,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.10958290556334815}",20,12,4.761870772178355,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10848707650771466}",30,8,38.960555809994396,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10740220574263752}",30,15,27.815761892087657,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10632818368521114}",25,7,33.773585925739894,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10526490184835903}",25,14,-25.96774590998583,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.10421225282987544}",20,12,15.553369012617333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10317013030157669}",20,0,22.32048919127108,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.10213842899856092}",25,4,1.2020557876596722,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10111704470857531}",20,0,24.648698155491473,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.10010587426148955}",20,11,16.76407207164686,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.09910481551887466}",25,15,24.347704097984426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.0981137673636859}",25,12,23.88330583735067,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09713262969004904}",30,22,17.037521565734593,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09616130339314856}",25,19,10.440618525834019,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09519969035921708}",25,8,21.52500844451009,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.0942476934556249}",20,12,15.931119742389743,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09330521652106866}",20,14,11.959978946743123,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09237216435585796}",25,0,20.085437226589782,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.09144844271229938}",25,3,-17.568061771368487,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
240,False,"{'a': 0.5, 'e': 0.0905339582851764}",20,5,-1.5718588824728963,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.08962861870232462}",20,5,25.45041465653254,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08873233251530138}",30,12,-21.468937018664978,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08784500919014836}",30,16,17.878229262658568,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.08696655909824688}",25,17,18.819431701799388,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.0860968935072644}",25,2,-5.397443555402352,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.08523592457219176}",25,0,16.109245096337773,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
247,False,"{'a': 0.5, 'e': 0.08438356532646984}",30,17,-17.54729117492502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.5, 'e': 0.08353972967320515}",25,16,14.760053269635216,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.0827043323764731}",30,15,31.105389068623623,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08187728905270836}",20,16,7.817891865761719,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08105851616218128}",20,12,6.975944255827442,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.08024793100055946}",25,10,10.249674199343456,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07944545169055386}",25,16,12.407036833796651,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07865099717364833}",20,13,13.298561946570402,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07786448720191184}",20,8,21.58835677734204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07708584232989273}",25,11,24.329755920669605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.0763149839065938}",20,16,8.562075699018328,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07555183406752786}",20,15,11.41047256058209,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07479631572685258}",30,15,28.074957954953746,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07404835256958406}",25,11,30.24211938757926,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07330786904388821}",30,11,34.20468282342096,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07257479035344933}",20,0,29.94940695275895,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.07184904244991483}",30,18,27.586536810259908,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07113055202541568}",25,15,21.621185874138682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.07041924650516153}",25,14,20.143278891590292,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06971505404010991}",20,13,14.02104891112697,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06901790349970881}",20,11,15.391302095460556,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.06832772446471172}",30,14,21.767173609306873,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.0676444472200646}",30,20,14.140512612128225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06696800274786396}",25,15,20.724482761224788,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06629832272038531}",20,2,30.510400841272826,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06563533949318147}",35,21,20.544625131507292,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06497898609824965}",20,14,-10.51701294770961,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06432919623726716}",20,15,9.613108390672743,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06368590427489448}",20,10,15.642151457380924,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06304904523214554}",20,11,-4.603908246103147,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06241855477982408}",25,7,14.837495378664668,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06179436923202584}",20,10,20.8760278329414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06117642553970558}",20,13,14.514511572292966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06056466128430853}",25,19,12.91801967386416,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.05995901467146544}",20,0,11.239763428798968,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.059359424524750785}",30,0,46.14888563738771,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.05876583027950327}",20,15,9.345557547062956,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05817817197670824}",20,14,10.39404580858925,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05759639025694116}",25,13,20.657024340903625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.057020426354371746}",20,8,22.785517134111114,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05645022209082803}",20,2,23.481122948908887,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.05588571986991975}",20,12,15.005296719618968,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05532686267122055}",20,9,22.372643780687305,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05477359404450834}",20,11,20.36074525532991,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05422585810406326}",30,19,20.34702392648867,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.05368359952302263}",20,0,10.71482927902735,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.0531467635277924}",25,11,26.9579038222577,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.05261529589251448}",20,10,5.122381067400752,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05208914293358933}",20,12,12.698158822556103,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05156825150425344}",25,17,12.00354998151972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.0510525689892109}",20,6,26.100787737009526,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.050542043299318794}",30,0,36.27499302996609,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.050036622866325604}",25,14,20.408087810696316,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.04953625663766235}",20,7,0.9285701262042734,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,12,22.723881949232123,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,11,22.07487677319029,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,4,22.5486600115457,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,10,20.327346498917912,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,15,20.57029340486025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,6,21.626700523137565,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,8,30.15109092135722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,7,33.4644141855609,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,0,40.38800260485332,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",35,18,33.317759472001526,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
